2006-00000128,Jan 15 2006 02:30:00:000AM,Jan 15 2006 02:30:00:000AM,Jan 15 2006 02:30:00:000AM,2305 SHERIDAN RD,,Public Contact,Illegal Consumption by Minor,Service Completed
2006-00000128,Jan 15 2006 02:30:00:000AM,Jan 15 2006 02:30:00:000AM,Jan 15 2006 02:30:00:000AM,2305 SHERIDAN RD,,Public Contact,Battery,Service Completed
2006-00000129,Jan 15 2006 04:28:00:000AM,Jan 15 2006 04:28:00:000AM,Jan 15 2006 04:28:00:000AM,2339 SHERIDAN RD,,Public Service,,Service Completed
2006-00000130,Jan 15 2006 07:29:00:000AM,Jan 15 2006 07:29:00:000AM,Jan 15 2006 07:29:00:000AM,1865 SHERMAN AVE,,Public Service,,Service Completed
2006-00000131,Jan 15 2006 09:33:00:000AM,Jan 15 2006 09:30:00:000AM,Jan 15 2006 09:30:00:000AM,2245 SHERIDAN RD,,Damage property,Criminal Defacement,Clear Arrest
2006-00000133,Jan 16 2006 01:02:00:000AM,Jan 12 2006 02:35:00:000AM,Jan 12 2006 02:35:00:000AM,1820 CHICAGO AVE,,Suspicious Person(s),,Closed no leads
2006-00000134,Jan 16 2006 02:13:00:000AM,Jan 16 2006 02:13:00:000AM,Jan 16 2006 02:13:00:000AM,711 UNIVERSITY PL,,Public Service,,Service Completed
2006-00000135,Jan 16 2006 10:36:00:000AM,Jan 16 2006 10:36:00:000AM,Jan 16 2006 10:36:00:000AM,2240 CAMPUS DR,,Public Service,,Service Completed
2006-00000136,Jan 16 2006 04:17:00:000PM,Jan 16 2006 04:17:00:000PM,Jan 16 2006 04:27:00:000PM,2600 BLOCK SHERIDAN RD,,Suspicious Circumstances,,Clear other
2006-00000137,Jan 16 2006 07:42:00:000PM,Jan 16 2006 08:00:00:000AM,Jan 16 2006 07:00:00:000PM,617 FOSTER ST,,Hit and Run,Hit and Run,Under investigation
2006-00000138,Jan 17 2006 12:49:00:000AM,Jan 17 2006 12:30:00:000AM,Jan 17 2006 12:49:00:000AM,1820 CHICAGO AVE,,Damage property,,Unfounded
2006-00000139,Jan 17 2006 01:18:00:000AM,Jan 17 2006 01:18:00:000AM,Jan 17 2006 01:26:00:000AM,828 DAVIS ST,,Traffic Arrest,Disobeyed Traffic Control Signal,Clear Arrest
2006-00000139,Jan 17 2006 01:18:00:000AM,Jan 17 2006 01:18:00:000AM,Jan 17 2006 01:26:00:000AM,828 DAVIS ST,,Traffic Arrest,"Suspend, Revoked Driver's License",Clear Arrest
2006-00000144,Jan 17 2006 09:52:00:000AM,Jan 15 2006 12:00:00:000AM,Jan 15 2006 11:59:00:000PM,1870 SHERIDAN RD,,Damage property,Criminal Damage to Property,Under investigation
2006-00000146,Jan 17 2006 12:39:00:000PM,Jan 17 2006 11:30:00:000AM,Jan 17 2006 12:45:00:000PM,650 UNIVERSITY PL,,Damage property,,Under investigation
2006-00000147,Jan 17 2006 02:39:00:000PM,Jan 17 2006 12:30:00:000PM,Jan 17 2006 01:45:00:000PM,2145 SHERIDAN RD,,Theft,Theft Over $300,Under investigation
2006-00000148,Jan 17 2006 08:12:00:000PM,Jan 17 2006 08:12:00:000PM,Jan 17 2006 08:17:00:000PM,617 FOSTER ST,,"Accident, personal injury",,Service Completed
2006-00000149,Jan 17 2006 08:14:00:000PM,Jan 17 2006 06:00:00:000PM,Jan 17 2006 08:00:00:000PM,617 FOSTER ST,,Larceny - theft,Theft $300 and Under,Service Completed
2006-00000150,Jan 17 2006 08:39:00:000PM,Jan 17 2006 05:30:00:000PM,Jan 17 2006 08:00:00:000PM,617 FOSTER ST,,Theft,Theft Over $300,Under investigation
2006-00000151,Jan 17 2006 09:03:00:000PM,Jan 17 2006 04:00:00:000PM,Jan 17 2006 06:00:00:000PM,617 FOSTER ST,,Theft,Theft $300 and Under,Inactivated case
2006-00000152,Jan 17 2006 09:05:00:000PM,Jan 17 2006 01:30:00:000PM,Jan 17 2006 08:30:00:000PM,2220 CAMPUS DR,,Burglary,Burglary,Closed no leads
2006-00000153,Jan 17 2006 10:05:00:000PM,Jan 17 2006 10:05:00:000PM,Jan 17 2006 10:05:00:000PM,2324 CAMPUS DR,,Public Service,,Service Completed
2006-00000154,Jan 18 2006 02:10:00:000AM,Jan 18 2006 02:10:00:000AM,Jan 18 2006 02:10:00:000AM,2000 SHERMAN AVE,,Theft,,Clear C-Ticket
2006-00000163,Jan 18 2006 06:27:00:000PM,Jan 18 2006 06:27:00:000PM,Jan 18 2006 06:27:00:000PM,1897 SHERIDAN RD,,"Accident, personal injury",,Service Completed
2006-00000169,Jan 19 2006 12:09:00:000PM,Jan 19 2006 12:00:00:000PM,Jan 19 2006 12:15:00:000PM,1970 CAMPUS DR,,Theft,Theft $300 and Under,Closed no leads
2006-00000173,Jan 19 2006 02:55:00:000PM,Jan 19 2006 02:55:00:000PM,Jan 19 2006 02:55:00:000PM,633 CLARK ST,,Suspicious Person(s),,Closed no leads
2006-00000175,Jan 19 2006 05:59:00:000PM,Jan 19 2006 05:59:00:000PM,Jan 19 2006 06:55:00:000PM,1000 DAVIS ST,,Traffic Arrest,Improper Turn,Arrest by department
2006-00000175,Jan 19 2006 05:59:00:000PM,Jan 19 2006 05:59:00:000PM,Jan 19 2006 06:55:00:000PM,1000 DAVIS ST,,Traffic Arrest,"Suspend, Revoked Driver's License",Arrest by department
2006-00000177,Jan 19 2006 09:15:00:000PM,Jan 19 2006 09:15:00:000PM,Jan 19 2006 09:15:00:000PM,1820 CHICAGO AVE,,Fire Call,,Service Completed
2006-00000178,Jan 19 2006 10:03:00:000PM,Jan 19 2006 10:00:00:000PM,Jan 19 2006 10:44:00:000PM,637 UNIVERSITY PL,,Suspicious Person(s),,Service Completed
2006-00000179,Jan 20 2006 05:22:00:000AM,Jan 20 2006 05:22:00:000AM,Jan 20 2006 05:22:00:000AM,2305 SHERIDAN RD,,Public Service,,Service Completed
2006-00000181,Jan 20 2006 12:23:00:000PM,Jan 19 2006 05:00:00:000PM,Jan 20 2006 08:00:00:000AM,636 EMERSON ST,,Damage property,Criminal Damage to Property,Closed no leads
2006-00000183,Jan 20 2006 01:34:00:000PM,Jan 17 2006 05:00:00:000PM,Jan 17 2006 08:00:00:000PM,617 FOSTER ST,,Theft,Theft $300 and Under,Closed no leads
2006-00000185,Jan 20 2006 11:50:00:000PM,Jan 20 2006 11:50:00:000PM,Jan 20 2006 11:50:00:000PM,1003 DAVIS ST,,Service to Other Agency,,Service Completed
2006-00000190,Jan 21 2006 01:21:00:000AM,Jan 21 2006 01:21:00:000AM,Jan 21 2006 01:30:00:000AM,919 FOSTER ST,,Service to Other Agency,,Unfounded
2006-00000188,Jan 21 2006 02:10:00:000AM,Jan 21 2006 12:10:00:000AM,Jan 21 2006 12:10:00:000AM,576 LINCOLN ST,,Damage property,Criminal Damage to Property,Under investigation
2006-00000189,Jan 21 2006 02:35:00:000AM,Jan 21 2006 02:35:00:000AM,Jan 21 2006 02:35:00:000AM,1820 CHICAGO AVE,,Public Service,,Service Completed
2006-00000191,Jan 21 2006 03:39:00:000AM,Jan 21 2006 03:39:00:000AM,Jan 21 2006 03:39:00:000AM,1865 SHERMAN AVE,,Suspicious Circumstances,,Clear other
2006-00000193,Jan 21 2006 06:17:00:000PM,Jan 21 2006 01:00:00:000PM,Jan 21 2006 05:45:00:000PM,2705 ASHLAND AVE,,Theft,Theft $300 and Under,Recovery
2006-00000194,Jan 22 2006 02:03:00:000AM,Jan 22 2006 02:03:00:000AM,Jan 22 2006 02:03:00:000AM,1600 RIDGE AVE,,Service to Other Agency,,Service Completed
2006-00000195,Jan 22 2006 02:26:00:000AM,Jan 22 2006 02:26:00:000AM,Jan 22 2006 02:26:00:000AM,2305 SHERIDAN RD,,Public Service,,Service Completed
2006-00000197,Jan 22 2006 02:33:00:000AM,Jan 22 2006 02:33:00:000AM,Jan 22 2006 02:33:00:000AM,1800 SHERMAN AVE,,Public Contact,,Unfounded
2006-00000198,Jan 22 2006 06:37:00:000AM,Jan 22 2006 06:30:00:000AM,Jan 22 2006 07:00:00:000AM,726 UNIVERSITY PL,,Suspicious Person(s),Criminal Trespass to land,Clear other
2006-00000199,Jan 22 2006 09:47:00:000AM,Jan 22 2006 08:00:00:000AM,Jan 22 2006 08:00:00:000AM,1865 SHERMAN AVE,,Security Building,,Clear other
2006-00000200,Jan 22 2006 06:02:00:000PM,Jan 22 2006 06:02:00:000PM,Jan 22 2006 06:02:00:000PM,1970 CAMPUS DR,,Suspicious Person(s),,Arrest by department
2006-00000201,Jan 22 2006 07:38:00:000PM,Jan 22 2006 06:30:00:000AM,Jan 22 2006 06:35:00:000AM,726 UNIVERSITY PL,,Trespass,Criminal Trespass to land,Closed no leads
2006-00000202,Jan 23 2006 02:07:00:000AM,Jan 23 2006 02:07:00:000AM,Jan 23 2006 02:07:00:000AM, CLARK ST,,Public Contact,,Under investigation
2006-00000207,Jan 23 2006 11:18:00:000AM,Jan 20 2006 06:30:00:000PM,Jan 23 2006 07:30:00:000AM,2001 SHERIDAN RD,,Theft,Theft Over $300,Under investigation
2006-00000211,Jan 23 2006 06:46:00:000PM,Jan 23 2006 06:46:00:000PM,Jan 23 2006 06:46:00:000PM,2000 SHERIDAN RD,,Service to Other Agency,,Service Completed
2006-00000212,Jan 23 2006 11:12:00:000PM,Jan 23 2006 11:12:00:000PM,Jan 23 2006 11:12:00:000PM,1715 MAPLE AVE,,Service to Other Agency,,Service Completed
2006-00000216,Jan 24 2006 09:28:00:000AM,Jan 13 2006 09:00:00:000AM,Jan 20 2006 07:01:00:000PM,633 CLARK ST,,Public Contact,,Service Completed
2006-00000218,Jan 24 2006 11:21:00:000AM,Jan 23 2006 01:30:00:000PM,Jan 23 2006 01:50:00:000PM,1860 CAMUS DR,,Burglary,Burglary from Motor Vehicle,Closed no leads
2006-00000220,Jan 24 2006 12:23:00:000PM,Jan 19 2006 12:01:00:000AM,Jan 20 2006 11:00:00:000AM,626 UNIVERSITY PL,,Theft,Theft $300 and Under,Under investigation
2006-00000222,Jan 24 2006 04:59:00:000PM,Jan 24 2006 04:59:00:000PM,Jan 24 2006 05:10:00:000PM,1970 CAMPUS DR,,"Accident, personal injury",,Service Completed
2006-00000229,Jan 25 2006 12:10:00:000PM,Jan 25 2006 12:10:00:000PM,Jan 25 2006 12:17:00:000PM,1970 CAMPUS DR,,Trespass,Criminal Trespass to land,Clear Arrest
2006-00000235,Jan 25 2006 05:50:00:000PM,Jan 25 2006 05:30:00:000PM,Jan 25 2006 06:05:00:000PM,2379 CAMPUS DR,,Theft,Theft Over $300,Closed no leads
2006-00000237,Jan 26 2006 01:08:00:000AM,Jan 26 2006 01:08:00:000AM,Jan 26 2006 01:18:00:000AM,600 BLOCK OF FOSTER ST,,Service to Other Agency,,Service Completed
2006-00000247,Jan 26 2006 05:35:00:000PM,Jan 23 2006 07:00:00:000PM,Jan 23 2006 07:00:00:000PM,1501 CENTRAL ST,,Property Lost,,Closed no leads
2006-00000249,Jan 26 2006 06:30:00:000PM,Jan 26 2006 06:30:00:000PM,Jan 26 2006 06:30:00:000PM,1927 ORRINGTON AVE,,Theft,Theft $300 and Under,Closed no leads
2006-00000251,Jan 27 2006 12:59:00:000AM,Jan 27 2006 12:59:00:000AM,Jan 27 2006 12:59:00:000AM,618 EMERSON ST,,Public Service,,Clear Referral
2006-00000259,Jan 27 2006 10:28:00:000AM,Jan 26 2006 08:00:00:000AM,Jan 27 2006 08:00:00:000AM,637 UNIVERSITY PL,,Harassment,Harassment by Telephone,Inactivated case
2006-00000262,Jan 27 2006 01:08:00:000PM,Jan 27 2006 01:08:00:000PM,Jan 27 2006 01:08:00:000PM,1819 HINMAN AVE,,Service to Other Agency,,Service Completed
2006-00000266,Jan 27 2006 06:50:00:000PM,Jan 27 2006 06:50:00:000PM,Jan 27 2006 06:50:00:000PM,1400 CHICAGO AVE,,Lost & found prop,,Service Completed
2006-00000268,Jan 28 2006 02:26:00:000AM,Jan 28 2006 02:26:00:000AM,Jan 28 2006 02:26:00:000AM, GARRETT PL,,"Accident, personal injury",,Service Completed
2006-00000269,Jan 28 2006 09:27:00:000AM,Jan 28 2006 09:27:00:000AM,Jan 28 2006 09:27:00:000AM,639 CENTRAL ST,,Security Building,,Clear other
2006-00000270,Jan 28 2006 04:10:00:000PM,Jan 28 2006 04:10:00:000PM,Jan 28 2006 04:10:00:000PM,900 COLFAX ST,,Service to Other Agency,,Service Completed
2006-00000271,Jan 28 2006 05:02:00:000PM,Jan 28 2006 05:02:00:000PM,Jan 28 2006 06:01:00:000PM, CLARK ST,,Traffic Arrest,Failure to Signal when Required ,Clear Arrest
2006-00000271,Jan 28 2006 05:02:00:000PM,Jan 28 2006 05:02:00:000PM,Jan 28 2006 06:01:00:000PM, CLARK ST,,Traffic Arrest,"Suspend, Revoked Driver's License",Clear Arrest
2006-00000273,Jan 29 2006 02:59:00:000AM,Jan 29 2006 02:59:00:000AM,Jan 29 2006 03:50:00:000AM,1454 ELMWOOD AVE,,Service to Other Agency,,Service Completed
2006-00000277,Jan 30 2006 09:11:00:000AM,Jan 27 2006 03:00:00:000PM,Jan 27 2006 04:30:00:000PM,710 RIDGE RD,,Service to Other Agency,,Service Completed
2006-00000280,Jan 30 2006 08:43:00:000PM,Jan 30 2006 08:43:00:000PM,Jan 30 2006 09:49:00:000PM,617 GROVE ST,,Service to Other Agency,,Service Completed
2006-00000281,Jan 30 2006 11:51:00:000PM,Jan 30 2006 11:51:00:000PM,Jan 30 2006 11:51:00:000PM,2347 SHERIDAN RD,,Security Building,,Clear other
2006-00000286,Jan 31 2006 11:28:00:000AM,Jan 30 2006 12:00:00:000PM,Jan 31 2006 11:28:00:000AM,620 LIBRARY PL,,Suspicious Circumstances,,Service Completed
2006-00000291,Jan 31 2006 03:38:00:000PM,Jan 31 2006 02:00:00:000PM,Jan 31 2006 03:20:00:000PM,2120 CAMPUS DR,,Theft,Theft $300 and Under,Inactivated case
